Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
318;46.596319;25.961088;16.924554;24.961088;10.674198;3.4347181;11.621864;6.6287183;3.3240761;19.609262;10;4;0.5000000;1.2810124;56.198389;64.264501;0.3492401;10.070394;19.798990;0.3038111;9179.6377;764.96980;292.05041;322.68223;30.631820;90.507125;2.0322785;20.890351;10.067374;19.807536;0.1551620;10000.000;833.33333;162.48523;176.95238;14.467148;91.824270;1.4952484;11.329917;5.2627072;19.798701;330.00000;45.615973;50.595482;4.9795097;90.158193;0.9651797;7.8759785;3.6914068;7.9779442;90.158193;0.3492401
319;59.392729;23.446277;30.467177;22.446277;10.537662;2.6048395;10.571929;12.310455;4.8081926;24.033594;20;3;0.5000000;1.1432198;45.404183;51.985607;0.7757423;7.5527958;19.798990;0.7286346;2152.3427;179.36189;164.22898;210.94091;46.711926;77.855445;3.0082255;35.480350;7.5519715;19.804210;0.0707003;3285.8430;273.82025;24.327470;26.809749;2.4822790;90.741133;0.4992900;5.1198832;0.7851013;19.798419;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7757423
320;59.756641;26.624120;10.602419;25.624120;13.847913;2.0846576;12.290896;11.087400;2.5259901;24.399460;19;4;0.5000000;1.2810124;42.180257;47.825689;0.3958936;10.070394;19.798990;0.3247728;7377.9399;614.82833;250.92465;292.95695;42.032299;85.652397;17.595159;32.027043;10.071309;19.799729;0.0327738;9101.0542;758.42118;31.235378;39.385484;8.1501061;79.306828;4.3422232;2.3955759;1.1476336;19.795960;330.00000;45.619663;51.480217;5.8605544;88.615910;7.1899887;10.599084;3.2269306;9.3148331;88.615910;0.3958936
321;53.526388;33.013985;10.335340;32.013985;17.160918;2.7102500;15.329430;5.5920546;3.8827618;22.099047;9;4;0.5000000;1.2810124;55.787462;64.077020;0.3195334;10.070394;19.798990;0.2221054;12976.506;1081.3755;301.81819;332.32843;30.510243;90.819250;2.3310181;15.778654;10.070354;19.799036;0.2221050;10000.000;833.33333;232.58784;258.57773;25.989895;89.948904;2.5907398;15.199634;10.002935;15.465606;330.00000;45.615939;51.832990;6.2170508;88.005610;1.2468608;7.5909875;4.9664975;6.0748666;88.005610;0.3195334
322;45.256029;21.344011;10.032315;20.344011;8.2862015;2.9797605;9.4270656;8.2619394;2.9018909;18.933945;7;3;0.5000000;1.1432198;23.760807;28.938237;0.2141800;7.5527958;19.798990;0.0659021;30471.144;2539.2620;210.28898;248.65506;38.366081;84.570561;0.9725434;16.273082;7.5534010;19.799416;0.0658942;10000.000;833.33333;69.004195;81.887121;12.882926;84.267458;1.5704009;13.571362;7.0257397;6.9223386;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2141800
323;45.129117;22.614048;10.412800;21.614048;9.8155120;2.6686899;10.139852;7.6748637;2.6489446;18.981888;6;5;0.5000000;1.4332604;34.565133;40.582523;0.2348164;12.587993;19.798990;0.1074823;31167.062;2597.2551;350.80163;404.27952;53.477890;86.772051;1.9931057;20.512535;12.588790;19.796431;0.1074708;10000.000;833.33333;112.54314;131.11588;18.572738;85.834868;2.3894778;17.699374;11.833738;6.7146862;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2348164
324;54.097925;26.123223;12.663249;25.123223;11.019401;3.3200222;11.731606;10.056253;4.1488683;23.117865;7;6;0.5000000;1.5911023;34.652104;40.276609;0.3527622;15.105592;19.798990;0.2358456;17232.905;1436.0754;425.61298;469.73469;44.121712;90.607100;2.0142590;24.947791;15.104670;19.802665;0.2358615;10000.000;833.33333;246.99356;277.87575;30.882194;88.886330;2.3738018;23.552387;14.867413;11.771432;330.00000;45.615947;52.337230;6.7212823;87.157741;1.1809882;11.315296;6.9570789;4.4267612;87.157741;0.3527622
325;51.448048;23.672468;27.027987;22.672468;10.718475;2.5952153;10.687430;9.9928920;4.9302409;21.829126;6;5;0.5000000;1.4332604;33.222971;39.392558;0.5258959;12.587993;19.798990;0.3215695;10891.041;907.58671;366.75227;400.90795;34.155683;91.480418;1.5393305;21.762965;12.587955;19.799028;0.3215688;10000.000;833.33333;336.74610;369.32242;32.576322;91.179436;1.8990166;21.336703;12.566396;18.216849;330.00000;45.615962;50.560378;4.9444155;90.220770;0.8405018;7.6362359;4.3726165;6.7288458;90.220770;0.5258959
326;58.869716;23.027687;35.728731;22.027687;8.7455899;3.3513791;10.175999;8.2904181;4.9886433;19.804262;11;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
327;47.325300;28.905874;14.675944;27.905874;13.649551;2.9987509;13.203249;5.3218433;3.2729734;19.774780;13;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
328;45.038257;21.618778;10.086376;20.618778;9.5451335;2.4484254;9.6972827;8.1319530;2.7025841;18.941342;7;3;0.5000000;1.1432198;23.249284;28.326138;0.2123317;7.5527958;19.798990;0.0660398;29926.929;2493.9107;206.96482;249.05797;42.093144;83.099057;1.2563182;15.954139;7.5534203;19.799591;0.0660312;10000.000;833.33333;69.147750;82.359705;13.211955;83.958229;1.8524997;13.168299;6.9525946;7.0237783;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2123317
329;57.202361;22.190634;31.879095;21.190634;8.3345326;3.2579601;9.7808269;13.635523;4.7306493;24.730840;18;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
330;58.988391;33.716502;35.098808;32.716502;16.261959;3.4106282;15.505594;8.5157973;2.5395846;25.374048;13;3;0.5000000;1.1432198;26.813163;31.468108;0.7813075;7.5527958;19.798990;0.6836232;3054.3567;254.52973;218.65790;257.80027;39.142374;84.816783;14.001948;5.6151337;7.5527631;19.801319;0.0674226;3421.6948;285.14123;24.158815;33.453660;9.2948443;72.215762;1.9920110;0.8251387;0.9762202;19.798608;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7813075
331;58.509177;21.212651;13.573342;20.212651;8.2265634;2.9626652;9.3656593;12.990445;3.7865582;23.596771;8;7;0.5000000;1.5912727;35.463052;40.950336;0.4225527;17.623190;19.798990;0.2583790;15120.709;1260.0591;409.12686;453.03247;43.905606;90.308508;2.8848129;41.441725;17.623130;19.799009;0.2583798;10000.000;833.33333;270.57468;307.83869;37.264010;87.894956;3.2762633;40.031809;17.490170;13.271492;330.00000;45.616103;52.553886;6.9377829;86.798725;1.3765456;19.589508;7.4527876;4.3147590;86.798725;0.4225527
332;54.170833;24.434480;33.008559;23.434480;11.198804;2.6271981;11.060440;11.192464;4.6432109;23.409704;7;4;0.5000000;1.2810124;22.946142;27.760385;0.6294556;10.070394;19.798990;0.3810542;7368.1931;614.01610;294.01965;326.67964;32.659994;90.002440;1.5108190;18.940547;10.071372;19.799299;0.0369522;8314.9270;692.91059;32.175688;43.302423;11.126735;74.304590;0.7492117;2.0816635;1.2638555;19.798008;330.00000;45.615940;51.144391;5.5284511;89.190504;0.7938476;5.7616141;3.0254359;9.7965200;89.190504;0.6294556
333;55.483924;32.772436;26.383550;31.772436;17.842938;2.2829724;15.315475;5.3966503;4.0287233;21.782868;9;3;0.5000000;1.1432198;45.412233;53.032908;0.6103170;7.5527958;19.798990;0.4240279;5149.6136;429.13447;228.66397;253.49362;24.829650;90.205020;1.1042821;11.877527;7.5438504;19.825001;0.0426792;5643.9245;470.32704;25.224691;31.294985;6.0702941;80.602981;0.4392523;1.2691364;0.9130039;19.798655;330.00000;45.615938;50.468090;4.8521519;90.385703;0.6163371;3.1532862;2.0543122;14.192555;90.385703;0.6103170
334;59.075450;25.529429;13.929925;24.529429;12.790394;2.2224564;11.709101;9.7290227;3.4353365;22.493737;5;8;0.5000000;1.7525822;31.842803;37.142745;0.4252026;20.140789;19.798990;0.2349059;23196.511;1933.0426;570.61772;626.27901;55.661297;91.112380;2.2360814;24.938744;20.140657;19.799063;0.2349063;10000.000;833.33333;245.99330;276.16042;30.167114;89.076235;2.7094539;22.953777;19.630599;8.8204607;330.00000;45.615968;52.294917;6.6789486;87.228302;1.3437232;11.042333;9.2276038;3.3318905;87.228302;0.4252026
335;57.545952;28.837722;37.710343;27.837722;13.044707;3.2768328;13.099653;5.1843861;2.3181324;19.603247;7;3;0.5000000;1.1432198;35.236686;42.121225;0.8509647;7.5527958;19.798990;0.3527933;6192.3327;516.02772;228.77216;258.25218;29.480021;88.584793;7.3139600;4.4482432;7.5535313;19.799166;0.0345687;6633.2066;552.76722;24.012351;36.888630;12.876278;65.094181;1.1144269;0.6429066;1.0758016;19.798765;330.00000;45.615514;53.262236;7.6467219;85.643258;2.4875799;1.5803184;2.5190181;12.175234;85.643258;0.8509647
336;45.001195;27.576426;10.023532;26.576426;11.867647;3.4149000;12.434488;5.1039362;4.3006837;18.892149;9;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
337;47.735518;28.951040;12.708285;27.951040;13.008172;3.3355713;13.141627;5.3876584;3.2161202;19.863179;13;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
338;45.004459;27.945611;10.029339;26.945611;11.963866;3.4986425;12.598145;5.0027597;4.8697287;18.975565;5;3;0.5000000;1.1432198;39.942744;48.067001;0.2231141;7.5527958;19.798990;0.0686407;30892.323;2574.3602;222.05515;256.57630;34.521146;86.545466;0.7966761;7.8550674;7.5526982;19.799232;0.0686399;10000.000;833.33333;71.879540;82.765998;10.886457;86.846703;0.8832772;6.8185466;7.0815297;6.7957431;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2231141
339;59.549481;21.589746;27.328855;20.589746;9.3923683;2.5144393;9.6662629;13.289104;4.7238399;24.083977;8;8;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
340;56.233837;24.420838;35.904697;23.420838;9.5260654;3.4586952;10.845745;7.2911380;3.2321324;19.501557;9;3;0.5000000;1.1432198;34.318387;40.480008;0.7735441;7.5527958;19.798990;0.4032600;5289.9510;440.82925;223.39089;250.29595;26.905059;89.250701;1.2647218;14.926044;7.5535507;19.799298;0.0407019;5946.4576;495.53813;25.345543;30.909611;5.5640684;81.998905;0.3003337;1.8305432;0.9020082;19.798483;330.00000;45.615999;50.283573;4.6675738;90.717498;0.4464595;4.4961556;2.1437988;13.570101;90.717498;0.7735441
341;45.151983;23.901557;10.335907;22.901557;12.005031;2.0337550;10.942340;7.0043079;2.8099964;18.955086;7;3;0.5000000;1.1432198;27.169570;32.773084;0.2207594;7.5527958;19.798990;0.0781081;26039.825;2169.9854;212.99187;251.24489;38.253017;84.774609;1.5430502;14.061892;7.5526857;19.799292;0.0781071;10000.000;833.33333;81.793551;96.045038;14.251487;85.161662;1.9840005;12.005743;7.0794702;8.0077390;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2207594
342;49.269847;29.957586;21.275050;28.957586;13.901249;3.2485134;13.666665;6.0019215;3.7088218;20.980714;15;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
343;58.098621;30.028087;10.283015;29.028087;14.257892;3.0953710;13.740201;10.445166;4.9753565;25.459210;24;3;0.5000000;1.1432198;54.157462;61.210004;0.3911129;7.5527958;19.798990;0.4044396;4277.9826;356.49855;181.18459;219.31473;38.130135;82.613965;3.0856168;32.149457;7.5386503;19.839132;0.0399094;5904.5135;492.04280;24.676750;28.426420;3.7496696;86.809209;0.9140794;4.1198363;0.8312274;19.797619;330.00000;45.616248;50.174573;4.5583251;90.915069;1.2376678;10.869092;2.0977772;14.052650;90.915069;0.3911129
344;57.403461;26.108131;31.061009;25.108131;11.665084;2.9917906;11.806118;7.4936199;2.7870577;20.547686;6;4;0.5000000;1.2810124;25.622671;30.785190;0.6921461;10.070394;19.798990;0.3270816;8923.1572;743.59644;305.63510;338.04376;32.408659;90.412881;2.5966923;11.799425;10.070356;19.799006;0.0311577;9577.5500;798.12917;31.249877;46.357165;15.107287;67.411106;0.5655051;1.4722073;1.3525347;19.798547;330.00000;45.616042;51.618310;6.0022675;88.371825;1.0583753;4.0549723;3.4937195;8.5245174;88.371825;0.6921461
345;52.408995;24.270564;12.584299;23.270564;10.673359;2.8313789;10.927437;7.4019845;4.6654062;19.537267;5;4;0.5000000;1.2810124;33.381338;40.138791;0.3206403;10.070394;19.798990;0.0996238;28988.073;2415.6727;302.42046;335.27267;32.852214;90.201345;0.6507046;13.844559;10.069388;19.798800;0.0996347;10000.000;833.33333;104.33724;118.55502;14.217778;88.007443;1.0331767;12.235809;9.7039521;7.2174485;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.3206403
346;45.620459;24.516175;20.596861;23.516175;10.347020;3.0822669;10.987521;6.8046697;3.2682762;19.062757;9;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
347;58.373598;21.429949;35.158659;20.429949;8.7793579;2.7638742;9.5240059;7.3212911;3.5494385;18.036266;13;3;0.5000000;1.1432198;60.728963;69.461467;0.8647332;7.5527958;19.798990;0.4861240;3997.2635;333.10530;203.48783;236.54572;33.057895;86.024733;1.7754216;24.040932;7.5514773;19.803120;0.0493106;4967.3733;413.94777;25.650498;28.365354;2.7148555;90.428974;0.3124803;3.0614802;0.8285403;19.798399;330.00000;45.615973;49.142722;3.5267491;92.823456;0.5878393;6.4116198;1.7555994;16.208780;92.823456;0.8647332
348;45.003057;23.771575;10.067518;22.771575;11.739426;2.1201350;10.855754;6.9967332;3.4773739;18.882521;6;3;0.5000000;1.1432198;26.259688;32.036973;0.2158105;7.5527958;19.798990;0.0648358;31497.266;2624.7722;213.85353;252.74255;38.889026;84.613186;0.8995926;12.654362;7.5535502;19.799168;0.0648287;10000.000;833.33333;67.888452;79.695020;11.806568;85.185313;1.3628233;10.517175;6.9960519;6.6890751;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2158105
349;57.227738;23.517537;36.021036;22.517537;10.104268;2.8469865;10.547022;11.405260;3.8751793;23.164029;26;3;0.5000000;1.1432198;56.176467;63.400884;0.8633177;7.5527958;19.798990;1.1202132;1251.2601;104.27167;146.78339;210.76228;63.978894;69.644050;4.6171638;35.555779;7.5535492;19.800105;0.1103362;2114.1011;176.17509;24.427134;26.544882;2.1177479;92.022010;0.5962658;5.7455672;0.7779292;19.797763;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8633177
350;53.955875;28.737009;14.873535;27.737009;14.082365;2.7220351;13.187996;7.2303557;3.6766094;21.598860;15;3;0.5000000;1.1432198;52.182056;59.603495;0.4022425;7.5527958;19.798990;0.3436807;5913.1383;492.76153;212.81478;241.01228;28.197499;88.300389;2.1269251;21.514668;7.5388349;19.839999;0.0329198;6976.0324;581.33604;24.048815;28.757310;4.7084952;83.626788;0.5164897;2.4933050;0.8395727;19.798403;330.00000;45.615968;50.207136;4.5911682;90.855547;1.0062116;7.4705827;2.4652510;11.825958;90.855547;0.4022425
351;49.439515;29.783738;12.090274;28.783738;14.210110;3.0319944;13.633870;6.0968150;3.7853271;20.988684;12;3;0.5000000;1.1432198;53.331851;61.276103;0.3072083;7.5527958;19.798990;0.2320935;9147.0681;762.25567;222.31745;247.98780;25.670350;89.648543;1.9694267;16.772019;7.5527731;19.799044;0.0803714;10000.000;833.33333;84.164751;94.245182;10.080432;89.304035;1.1012236;6.2676420;2.7647164;19.798856;330.00000;45.616006;51.627971;6.0119652;88.355217;1.0725106;8.0019486;3.5985230;8.3537381;88.355217;0.3072083
352;45.449531;26.394031;10.073186;25.394031;11.971263;2.9408083;11.961814;5.9464698;3.2269376;19.143485;9;3;0.5000000;1.1432198;43.639911;50.963419;0.2353573;7.5527958;19.798990;0.1207064;17662.091;1471.8409;223.25490;250.25338;26.998479;89.211543;1.5869862;14.959035;7.5534964;19.799108;0.1206935;10000.000;833.33333;126.38993;144.23372;17.843787;87.628560;1.8641147;13.862924;7.3968164;11.595677;330.00000;45.616034;57.224580;11.608546;79.714056;1.5291126;11.365236;6.6425833;5.0671267;79.714056;0.2353573
353;45.482072;25.909460;10.101790;24.909460;10.835818;3.3354696;11.620863;5.8043794;3.2256182;18.759109;9;3;0.5000000;1.1432198;46.223464;53.864444;0.2370558;7.5527958;19.798990;0.1184612;18018.378;1501.5315;223.52205;250.10203;26.579984;89.372344;1.4934707;15.066549;7.5527440;19.799065;0.1184611;10000.000;833.33333;124.05219;141.54199;17.489804;87.643382;1.7638125;13.949465;7.3960490;11.384713;330.00000;45.616078;57.526847;11.910769;79.295286;1.4242993;11.622017;6.7682347;5.0037240;79.295286;0.2370558
354;58.936864;26.694300;15.160654;25.694300;11.095363;3.4859970;11.975651;10.450565;2.9903507;23.797715;7;7;0.5000000;1.5912727;31.450241;36.416905;0.4442128;17.623190;19.798990;0.3317624;14343.701;1195.3084;498.32992;549.09572;50.765800;90.754654;5.3625957;24.694849;17.623103;19.799023;0.3317684;10000.000;833.33333;347.42706;387.37877;39.951716;89.686653;5.7307290;23.679484;17.439911;14.002842;330.00000;45.616253;51.294195;5.6779413;88.930636;1.8731849;8.5544815;5.8475241;5.1152956;88.930636;0.4442128
355;58.326724;37.861445;37.263299;36.861445;19.386285;3.3288020;17.598522;6.6734631;2.0096440;25.604186;5;7;0.5000000;1.5912727;31.442388;36.996049;0.8468124;17.623190;19.798990;0.5493425;8631.5402;719.29502;496.54675;600.46381;103.91706;82.693868;8.8352807;6.4801326;17.624828;19.799245;0.0533991;8975.1696;747.93080;50.188598;128.50097;78.312367;39.056982;1.8229181;1.0516492;3.7493075;19.798947;330.00000;45.615901;67.200609;21.584708;67.880190;2.0018463;1.3154580;4.3357387;8.8994779;67.880190;0.8468124
356;45.406250;27.251010;10.282311;26.251010;13.544582;2.4602126;12.510452;5.4849934;3.9894823;19.110498;7;3;0.5000000;1.1432198;42.075105;49.709814;0.2332959;7.5527958;19.798990;0.0982563;21892.325;1824.3604;225.25845;253.64609;28.387643;88.808169;1.2042357;11.676402;7.5527305;19.799124;0.0982557;10000.000;833.33333;102.89317;117.51377;14.620595;87.558398;1.4015573;10.577146;7.3027269;9.4510412;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2332959
