Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
33;55.939633;21.245076;29.735636;20.245076;9.0018189;2.5866176;9.4758834;13.410602;4.1741036;24.033139;22;4;0.5000000;1.2810124;56.566763;63.818779;0.7285317;10.070394;19.798990;0.9035476;1778.5474;148.21228;168.28488;234.57237;66.287495;71.741133;5.8416210;47.222118;10.071391;19.800349;0.0906659;3469.2177;289.10147;32.938539;35.801200;2.8626612;92.004008;0.7998971;8.5780941;1.0548113;19.798374;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7285317
34;54.748115;23.268513;31.354405;22.268513;9.7606000;2.9298833;10.401786;6.0570679;3.0572193;17.691325;6;4;0.5000000;1.2810124;41.833615;49.156589;0.6764877;10.070394;19.798990;0.2919517;10040.732;836.72764;306.97644;334.54867;27.572230;91.758380;1.0465758;14.388266;10.066902;19.808161;0.2920571;10000.000;833.33333;305.84150;333.35798;27.516482;91.745666;1.4013986;14.074549;10.069508;19.705186;330.00000;45.615998;50.300126;4.6841279;90.687642;0.5311724;5.4832182;3.8431371;7.5895211;90.687642;0.6764877
35;47.438492;24.494540;39.715758;23.494540;10.445495;3.0253022;10.990944;5.3269784;2.5094855;17.574248;8;3;0.5000000;1.1432198;44.910842;52.651864;0.6357023;7.5527958;19.798990;0.3926992;5522.2989;460.19158;227.09550;253.99074;26.895244;89.410935;2.8791252;11.323733;7.5573339;19.789111;0.0395094;6072.3521;506.02934;25.123850;32.179568;7.0557181;78.073919;0.4924836;1.4059238;0.9388942;19.798574;330.00000;45.616000;50.951768;5.3357684;89.527805;0.9118412;3.4741318;2.2169470;13.272151;89.527805;0.6357023
36;51.997310;22.579700;11.805347;21.579700;8.8822792;3.1230391;10.009090;11.125197;2.8082101;22.415047;18;3;0.5000000;1.1432198;35.522854;40.900584;0.3173892;7.5527958;19.798990;0.2334406;7662.6783;638.55653;187.32059;218.74033;31.419741;85.636055;4.9066520;32.393898;7.5535275;19.799838;0.0335070;10000.000;833.33333;35.088458;42.439149;7.3506912;82.679457;1.4349598;6.0731719;1.2444476;19.797169;330.00000;45.616679;53.065788;7.4491096;85.962501;2.1199599;16.981031;3.5518042;9.0053734;85.962501;0.3173892
37;50.480440;22.239393;10.376283;21.239393;10.081012;2.4021343;10.019163;10.588833;2.8907312;21.708529;15;3;0.5000000;1.1432198;32.875386;38.178188;0.2772826;7.5527958;19.798990;0.1669616;11160.314;930.02616;195.12897;223.85288;28.723913;87.168397;3.3891426;30.199804;7.5527658;19.799037;0.1669617;10000.000;833.33333;174.84190;202.18040;27.338498;86.478166;3.8939418;29.517904;7.5310688;17.811586;330.00000;45.616364;56.024606;10.408242;81.422016;2.2850984;19.271322;4.9114897;6.9663764;81.422016;0.2772826
38;51.136169;22.004660;10.398393;21.004660;9.7406889;2.4884627;9.8802143;10.805794;3.1765497;21.808124;14;3;0.5000000;1.1432198;31.396358;36.645719;0.2799028;7.5527958;19.798990;0.1547169;12166.080;1013.8400;197.11374;224.87712;27.763384;87.653976;2.6532201;29.759276;7.5535194;19.799751;0.1547010;10000.000;833.33333;162.00246;187.41146;25.408993;86.442134;3.0943633;28.861213;7.5149074;16.440457;330.00000;45.616170;56.767792;11.151622;80.355723;2.0226287;19.831972;5.2947442;6.5785333;80.355723;0.2799028
39;58.440742;29.485943;28.041782;28.485943;15.954763;2.0533127;13.729644;6.2917105;2.2171948;21.034682;12;4;0.5000000;1.2810124;57.088824;65.000389;0.7247777;10.070394;19.798990;0.5887440;4838.0484;403.17070;298.28083;339.35033;41.069498;87.897611;16.971304;10.726891;10.071304;19.799423;0.0575748;5367.4558;447.28798;32.361562;40.874990;8.5134278;79.172037;2.0407215;1.7410183;1.1948019;19.798475;330.00000;45.616527;52.178999;6.5624720;87.423155;3.9177293;2.3569917;2.0260946;14.821837;87.423155;0.7247777
40;58.596103;34.113815;28.856593;33.113815;17.063369;3.1518209;15.768952;5.6628645;4.4798523;22.719772;8;3;0.5000000;1.1432198;37.763449;44.619039;0.7112472;7.5527958;19.798990;0.4406891;5012.2534;417.68778;231.30976;255.60615;24.296390;90.494599;1.2179883;9.3321093;7.5535422;19.799174;0.0442004;5431.6228;452.63523;25.141102;31.651332;6.5102299;79.431419;0.3003337;1.0773218;0.9233266;19.798763;330.00000;45.615949;50.808205;5.1922558;89.780675;0.4283655;2.5104604;1.9959883;14.697005;89.780675;0.7112472
41;56.707483;26.726658;10.363835;25.726658;11.691152;3.1996592;12.063414;9.9631313;2.1702321;23.326460;7;6;0.5000000;1.5911023;26.299272;30.793641;0.3227788;15.105592;19.798990;0.1596142;25421.124;2118.4270;424.90799;502.08191;77.173923;84.629216;14.624475;14.294592;15.106779;19.799620;0.1596018;10000.000;833.33333;167.13464;196.39708;29.262447;85.100366;14.713276;11.869491;14.139018;8.1934124;330.00000;45.615370;56.683251;11.067881;80.474160;10.821038;7.1800729;9.5932227;3.4349129;80.474160;0.3227788
42;55.768964;25.125190;22.056886;24.125190;10.729548;3.1085081;11.285468;9.9322418;3.1887760;22.494837;12;5;0.5000000;1.4332604;45.288385;51.585792;0.5499420;12.587993;19.798990;0.5673674;5513.9903;459.49919;327.61139;371.35019;43.738798;88.221684;4.6449613;30.670638;12.589231;19.799723;0.0552746;7013.3071;584.44226;40.595415;47.607557;7.0121423;85.270947;0.8294343;3.8528172;1.3911605;19.797724;330.00000;45.616296;50.144628;4.5283322;90.969457;1.1426369;7.1585992;2.5242920;11.486390;90.969457;0.5499420
43;58.674178;26.209056;10.550544;25.209056;11.204333;3.2582104;11.789975;12.343028;2.2455332;25.447557;7;8;0.5000000;1.7525822;25.846099;29.995856;0.3489532;20.140789;19.798990;0.2157357;24161.062;2013.4219;545.84169;634.55551;88.713811;86.019535;16.023312;23.300586;20.142389;19.799756;0.2157211;10000.000;833.33333;225.90257;264.18574;38.283168;85.508996;16.176008;20.185265;19.013615;8.5441557;330.00000;45.619589;54.781401;9.1618123;83.275688;10.020906;8.7688316;9.4837406;3.3678445;83.275688;0.3489532
44;59.072889;35.577665;28.630189;34.577665;19.050534;2.6810419;16.618572;6.6884445;3.9277599;24.477277;7;6;0.5000000;1.5911023;45.696591;52.536775;0.7383758;15.105592;19.798990;0.7873284;5545.4934;462.12445;457.21946;500.77999;43.560529;91.301464;4.0895139;14.854916;15.090949;19.821151;0.0770722;6076.3834;506.36528;49.042359;61.295738;12.253379;80.009411;0.8675639;1.5396880;1.7885940;19.798396;330.00000;45.615938;52.532292;6.9163536;86.834091;1.0103497;2.1047649;2.3258486;13.003843;86.834091;0.7383758
45;57.254993;24.150050;24.599639;23.150050;10.906937;2.6715494;10.907138;8.1817977;3.4915132;20.256823;7;7;0.5000000;1.5912727;54.881261;62.519248;0.6375561;17.623190;19.798990;0.4957299;9432.5354;786.04462;489.66849;532.52424;42.855753;91.952338;2.5119653;28.231424;17.622615;19.802235;0.3903894;10000.000;833.33333;408.81479;439.22739;30.412602;93.075887;2.2048263;23.187260;13.933740;19.798859;330.00000;45.616003;49.482240;3.8662375;92.186616;0.7697612;6.9966484;4.0038042;7.1669133;92.186616;0.6375561
46;53.800385;22.921992;10.074034;21.921992;11.358109;2.0073709;10.459153;10.414094;3.2173020;21.875089;5;8;0.5000000;1.7525822;30.721040;35.927938;0.3051072;20.140789;19.798990;0.1423187;35726.372;2977.1977;532.45072;601.84480;69.394083;88.469771;2.2579446;29.380556;20.140566;19.799208;0.1423173;10000.000;833.33333;149.03428;173.54669;24.512417;85.875607;2.8019428;25.631724;19.067618;5.8283472;330.00000;45.616114;58.377159;12.761045;78.140346;2.0367030;18.442254;14.599082;2.4299439;78.140346;0.3051072
47;55.365917;26.454669;14.716236;25.454669;11.617195;3.1394987;11.942460;10.071815;2.4844496;23.299150;19;4;0.5000000;1.2810124;48.913472;55.257777;0.4329378;10.070394;19.798990;0.4592708;5375.6418;447.97015;258.54000;303.39866;44.858660;85.214615;16.715343;28.578945;10.070373;19.799018;0.0462917;6543.9168;545.32640;31.722673;38.386963;6.6642898;82.639184;4.3143023;1.6270598;1.1183505;19.797176;330.00000;45.614745;50.684837;5.0700919;89.996827;6.1761382;6.0096491;2.3558439;12.428906;89.996827;0.4329378
48;55.738208;25.804545;16.902959;24.804545;11.288460;3.0716790;11.634353;10.465099;2.5879957;23.367371;18;5;0.5000000;1.4332604;56.442921;63.370729;0.4992635;12.587993;19.798990;0.6014071;4829.6759;402.47299;304.16913;358.76058;54.591452;84.783319;20.320771;33.818916;12.589100;19.799774;0.0592735;6063.4494;505.28745;37.636496;43.798060;6.1615640;85.931879;3.7962499;2.7202102;1.2742830;19.797427;330.00000;45.617112;50.302671;4.6855591;90.685268;4.7955411;6.1809024;2.1913026;13.221216;90.685268;0.4992635
49;59.256282;32.758695;36.754551;31.758695;16.110003;3.1445323;15.093214;8.9077792;2.9812960;25.287127;16;5;0.5000000;1.4332604;54.751943;61.623547;0.9332895;12.587993;19.798990;1.5892688;2013.1479;167.76232;335.04384;405.15134;70.107494;82.695974;15.995825;20.243339;12.589144;19.799542;0.1585798;2452.4663;204.37219;40.726730;46.101882;5.3751521;88.340710;5.0534352;-0.2900247;1.3465071;19.798624;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9332895
50;51.094205;21.576730;35.709335;20.576730;9.0735221;2.6692140;9.6210615;10.117579;4.0167855;20.905944;10;5;0.5000000;1.4332604;49.871969;57.126267;0.6820746;12.587993;19.798990;0.6357424;4737.2864;394.77387;315.38383;360.80708;45.423252;87.410654;2.4997695;33.309512;12.589240;19.799809;0.0607987;6320.7832;526.73193;40.243313;45.674546;5.4312325;88.108842;0.6030488;4.1204143;1.3356422;19.798738;330.00000;45.616101;49.766836;4.1507347;91.659637;0.7573299;7.1176652;2.2658386;12.686266;91.659637;0.6820746
51;45.074530;21.848891;11.139812;20.848891;10.064703;2.2708238;9.8567396;8.0580148;2.0651590;18.982460;9;5;0.5000000;1.4332604;45.357081;52.016415;0.2594970;12.587993;19.798990;0.1630328;20323.929;1693.6607;346.98536;390.71692;43.731560;88.807354;9.9901718;25.146180;12.587898;19.799128;0.1630402;10000.000;833.33333;170.73535;197.84992;27.114571;86.295384;10.108957;23.117195;12.245099;10.144722;330.00000;45.617068;56.166363;10.549295;81.217770;6.2677768;15.150069;8.0701427;4.1573555;81.217770;0.2594970
52;56.146038;28.097461;16.007688;27.097461;12.803931;3.1328416;12.765520;9.2138018;2.3426856;23.262532;16;4;0.5000000;1.2810124;44.233856;50.275084;0.4490103;10.070394;19.798990;0.4387352;6144.2431;512.02026;282.29259;324.35920;42.066610;87.030857;17.065025;20.120797;10.061225;19.818940;0.0439775;7081.1607;590.09673;32.610985;41.690611;9.0796262;78.221413;4.6774071;0.5952088;1.2200163;19.796820;330.00000;45.613200;51.336540;5.7233396;88.851334;7.5522238;3.2280326;2.5716576;11.506549;88.851334;0.4490103
53;54.633874;27.678347;12.738311;26.678347;12.481011;3.1446183;12.553019;9.6405956;2.5843355;23.479769;19;4;0.5000000;1.2810124;50.971148;57.521650;0.3960163;10.070394;19.798990;0.4220219;5941.6157;495.13464;262.58395;306.49696;43.913009;85.672612;16.231588;27.495076;10.071305;19.799658;0.0431979;7173.1052;597.75877;32.448775;39.894416;7.4456403;81.336635;4.6444075;1.3176358;1.1630777;19.796230;330.00000;45.615057;50.817550;5.2024928;89.762409;6.7343121;6.0549987;2.5723663;11.427501;89.762409;0.3960163
54;55.997648;23.353346;19.850985;22.353346;9.6309324;3.0250144;10.420419;12.415070;4.8580657;24.091743;15;3;0.5000000;1.1432198;34.066585;39.757407;0.4860951;7.5527958;19.798990;0.3513368;5147.0575;428.92146;189.37005;220.96775;31.597700;85.700311;2.0430312;31.460707;7.5480051;19.814897;0.0344116;6806.9694;567.24745;24.529399;29.317277;4.7878781;83.668749;0.8226641;3.9226155;0.8571764;19.797141;330.00000;45.616233;50.544811;4.9285776;90.249093;1.0413360;11.625170;2.4181371;12.292239;90.249093;0.4860951
55;57.550559;27.073451;39.619166;26.073451;11.431440;3.4533695;12.173383;11.464055;3.1223271;25.000780;5;9;0.5000000;1.9173307;25.117469;29.430098;0.8010448;22.658387;19.798990;0.8193651;7624.6205;635.38504;654.22075;720.14865;65.927897;90.845238;4.5444919;22.076589;22.660560;19.799501;0.0812061;8621.1486;718.42905;73.313261;101.01132;27.698059;72.579253;1.2160856;2.5890766;2.9490113;19.797346;330.00000;45.616145;54.317912;8.7017667;83.979931;1.1158957;3.2333975;3.3999511;9.1971233;83.979931;0.8010448
56;45.926612;22.322543;10.221264;21.322543;10.833450;2.0556116;10.147369;6.9122180;3.1594849;18.073490;6;3;0.5000000;1.1432198;27.084346;32.983285;0.2244777;7.5527958;19.798990;0.0614032;33600.563;2800.0469;216.05583;251.69879;35.642963;85.839041;0.7333839;13.616695;7.5519327;19.799071;0.0614093;10000.000;833.33333;64.307695;75.409289;11.101594;85.278215;1.2736033;11.306771;7.0401028;6.3064930;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2244777
57;53.788533;24.464597;14.034723;23.464597;9.9353513;3.2696806;10.914879;9.8543699;2.6246405;22.086669;20;4;0.5000000;1.2810124;57.894562;65.121441;0.4191431;10.070394;19.798990;0.4328458;5342.7596;445.22996;242.17398;286.94760;44.773616;84.396588;15.900651;33.815169;10.070383;19.799010;0.0436089;6904.1822;575.34851;31.529414;36.686990;5.1575763;85.941675;0.0049436;6.2473016;1.0777820;19.798069;330.00000;45.619085;50.119235;4.5001504;91.021111;0.6755288;13.075955;2.4671285;12.027095;91.021111;0.4191431
58;54.936990;24.066335;24.987563;23.066335;10.494907;2.8476664;10.821251;9.7282467;3.2583757;21.761414;9;6;0.5000000;1.5911023;44.375782;50.732591;0.5825620;15.105592;19.798990;0.5482719;6991.3987;582.61656;401.41049;445.94326;44.532777;90.013802;3.0838610;30.598699;15.086072;19.827307;0.0528414;8733.2627;727.77189;48.325834;57.876842;9.5510077;83.497704;0.7188035;3.7314622;1.6915843;19.797570;330.00000;45.616188;50.188145;4.5719575;90.890364;0.9522687;7.1018794;3.1321077;9.2534460;90.890364;0.5825620
59;59.127473;26.963343;39.379791;25.963343;13.711601;2.2739647;12.413180;7.5070835;2.0291350;20.988755;13;5;0.5000000;1.4332604;61.491950;69.338452;0.9896382;12.587993;19.798990;0.9931248;3345.7296;278.81080;347.95518;408.37061;60.415425;85.205736;19.057684;18.923774;12.573404;19.824445;0.0983749;3914.8295;326.23579;40.329757;47.641708;7.3119518;84.652205;2.0167511;3.0628354;1.4023360;19.798265;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9896382
60;58.731564;25.633186;24.807304;24.633186;11.631167;2.8391257;11.606811;12.599870;4.7747498;25.416463;5;7;0.5000000;1.5912727;22.670794;27.143306;0.5861638;17.623190;19.798990;0.3766564;12831.732;1069.3110;506.12670;555.63146;49.504760;91.090360;1.8239318;23.162349;17.623110;19.799081;0.3766550;10000.000;833.33333;394.43221;435.65401;41.221804;90.537949;2.2894545;22.357096;17.495958;15.544709;330.00000;45.615996;51.130137;5.5141415;89.215477;0.8533244;7.0096536;5.2593530;5.6531773;89.215477;0.5861638
61;51.425453;29.452182;10.063654;28.452182;14.605006;2.7161334;13.547058;7.2566132;2.1409614;21.982704;21;3;0.5000000;1.1432198;59.389270;67.081677;0.3186212;7.5527958;19.798990;0.2672656;7558.4254;629.86878;211.54509;247.42244;35.877343;85.499560;20.139330;17.184479;7.5527917;19.799017;0.0261741;8717.3334;726.44445;23.893773;32.902176;9.0084027;72.620647;1.5316893;3.9012995;0.9622098;19.797488;330.00000;45.611640;53.226322;7.6146823;85.693766;11.010793;5.6996936;3.1545823;9.7478477;85.693766;0.3186212
62;45.183683;21.762799;10.038767;20.762799;9.4481442;2.5483561;9.7443104;6.9675141;2.1259414;17.848914;9;3;0.5000000;1.1432198;34.589048;40.760097;0.2254512;7.5527958;19.798990;0.0885510;23204.075;1933.6729;215.17224;247.47106;32.298818;86.948446;3.9767722;17.186501;7.5534638;19.799453;0.0885413;10000.000;833.33333;92.720248;108.88518;16.164930;85.154150;4.3732192;15.111391;7.2421178;8.9911642;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2254512
63;47.762900;21.973865;12.179067;20.973865;9.1564836;2.7695669;9.7945405;9.1394798;2.3442562;20.126412;21;3;0.5000000;1.1432198;54.051672;61.202507;0.3121267;7.5527958;19.798990;0.2624210;6729.3092;560.77577;184.92584;219.00494;34.079101;84.439118;11.601349;32.266916;7.5535205;19.799805;0.0270293;8707.0315;725.58596;24.645312;30.022039;5.3767269;82.090734;0.5146944;5.5776818;0.8785824;19.795391;330.00000;45.616137;52.223644;6.6075074;87.347671;2.4203846;16.971980;3.0822836;10.211718;87.347671;0.3121267
64;55.578360;30.911752;17.413109;29.911752;16.667176;2.2063234;14.404295;5.7490377;4.6827577;21.204914;5;4;0.5000000;1.2810124;35.546405;42.417812;0.4410625;10.070394;19.798990;0.1886244;15756.252;1313.0210;311.22851;340.30589;29.077381;91.455516;1.0094906;9.8325453;10.071352;19.799232;0.1886041;10000.000;833.33333;197.50578;217.67477;20.168984;90.734349;1.1763800;9.3306096;9.9328379;12.822001;330.00000;45.615917;51.701475;6.0855581;88.229431;0.6945257;5.3122530;5.7915351;5.1746820;88.229431;0.4410625
65;50.025183;27.451545;26.101071;26.451545;14.578512;2.0148675;12.722056;6.3066302;4.9510930;20.032403;5;6;0.5000000;1.5911023;57.364758;66.186971;0.5243298;15.105592;19.798990;0.3728440;11823.638;985.30319;461.64373;495.98308;34.339352;93.076507;1.1681188;16.802652;15.082029;19.833374;0.3734584;10000.000;833.33333;391.08477;422.58874;31.503965;92.545006;1.7972690;16.104145;15.066018;16.855649;330.00000;45.615970;49.610182;3.9942125;91.948805;0.5763091;5.0016718;4.5251173;6.3517625;91.948805;0.5243298
66;58.775775;25.431197;15.121006;24.431197;11.899390;2.6328753;11.557380;9.7268711;3.5444712;22.442470;24;3;0.5000000;1.1432198;58.525733;65.994754;0.4916777;7.5527958;19.798990;0.4780127;3473.9930;289.49942;173.89895;214.10281;40.203856;81.222173;5.0200688;34.270712;7.5496413;19.810245;0.0469251;4989.1293;415.76078;24.516509;27.215639;2.6991306;90.082428;0.7015496;4.7830062;0.7960528;19.798936;330.00000;45.615992;49.501786;3.8857932;92.150196;1.2603511;10.521735;1.7691516;16.377111;92.150196;0.4916777
67;45.819316;22.488743;10.113169;21.488743;10.286944;2.3882219;10.147316;6.9109541;2.1216193;18.155326;12;3;0.5000000;1.1432198;45.397740;52.403327;0.2438367;7.5527958;19.798990;0.1268575;16246.440;1353.8700;215.82564;243.85052;28.024885;88.507351;7.2934939;19.694815;7.5527483;19.798939;0.1268604;10000.000;833.33333;132.84795;153.91548;21.067528;86.312274;7.4916516;18.446532;7.4323203;12.604246;330.00000;45.617126;58.630744;13.013618;77.804106;6.3132214;14.337274;6.3439359;5.5042045;77.804106;0.2438367
68;52.706944;25.344736;10.123340;24.344736;10.778745;3.1623191;11.381788;9.5997086;2.9130269;22.272077;20;4;0.5000000;1.2810124;60.767618;68.286933;0.3495060;10.070394;19.798990;0.3363631;6818.0655;568.17212;240.15863;281.69619;41.537564;85.254481;12.593837;35.342456;10.071356;19.799901;0.0337919;9064.4270;755.36891;32.076101;38.105147;6.0290460;84.177870;0.1603641;6.2853196;1.1160119;19.796415;330.00000;45.616933;51.014647;5.3977132;89.419287;1.2377294;15.884476;3.2057515;9.5360123;89.419287;0.3495060
69;48.877524;21.846515;13.237045;20.846515;10.005955;2.2993493;9.8484203;10.007865;3.4924651;20.931122;12;3;0.5000000;1.1432198;32.474740;38.095292;0.2965106;7.5527958;19.798990;0.1677187;11721.707;976.80891;205.87373;232.39067;26.516949;88.589495;2.1507593;26.201637;7.5527669;19.799047;0.1677185;10000.000;833.33333;175.63436;200.18265;24.548283;87.737058;2.5956989;25.470890;7.5227659;17.017588;330.00000;45.616010;54.922668;9.3066571;83.054980;1.6472650;16.347007;4.9026971;6.7313200;83.054980;0.2965106
70;54.654072;21.306249;34.602691;20.306249;8.9021280;2.6583105;9.4885467;12.360455;4.9809465;23.013579;7;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
71;45.313934;25.408424;10.386341;24.408424;12.893968;2.1274535;11.672349;6.0724428;4.6746913;18.776655;5;4;0.5000000;1.2810124;43.179765;51.149907;0.2356170;10.070394;19.798990;0.0845946;33624.425;2802.0354;297.86967;336.62907;38.759404;88.486020;1.1112599;12.897597;10.070286;19.799201;0.0845937;10000.000;833.33333;88.586311;101.77087;13.184554;87.044864;1.3009833;11.209274;9.5377799;6.2801802;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2356170
72;45.121082;21.749145;28.566070;20.749145;10.435710;2.0496970;9.8621483;6.5477415;4.4358094;17.422314;6;4;0.5000000;1.2810124;55.448210;64.734810;0.4620766;10.070394;19.798990;0.2434499;11927.376;993.94803;304.07676;329.54849;25.471734;92.270717;1.2835740;17.394329;10.070372;19.799011;0.2434495;10000.000;833.33333;254.93968;278.50966;23.569979;91.537105;1.4970093;16.995745;10.044423;16.739772;330.00000;45.615918;50.657440;5.0415214;90.047816;0.6935200;7.8220382;4.5656076;6.4610161;90.047816;0.4620766
73;45.195478;25.266314;20.176832;24.266314;12.763132;2.1421177;11.597628;5.6804750;4.9285843;18.313632;6;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
74;49.670309;25.948853;38.556753;24.948853;11.678094;2.9284004;11.742326;5.1727675;2.3978949;18.147194;6;5;0.5000000;1.4332604;55.286969;63.876457;0.6935040;12.587993;19.798990;0.4981916;7415.7980;617.98317;386.88590;424.53616;37.650263;91.131436;7.1455540;10.419839;12.587968;19.798987;0.0494523;7992.0668;666.00556;41.387941;54.301688;12.913748;76.218515;1.2974796;1.0311880;1.5837776;19.798411;330.00000;45.615791;51.219368;5.6035772;89.059652;2.2791141;2.0014631;2.9438024;10.025536;89.059652;0.6935040
75;56.647879;30.158062;18.915668;29.158062;13.680277;3.4305979;13.721382;8.0823294;4.8679874;23.161360;15;3;0.5000000;1.1432198;49.703838;56.898660;0.5084471;7.5527958;19.798990;0.4709403;4315.2318;359.60265;212.81321;243.36603;30.552822;87.445733;1.9654850;20.032123;7.5535464;19.799476;0.0478351;5116.5629;426.38024;25.630311;29.414190;3.7838791;87.135872;0.4227236;2.4432513;0.8587313;19.798295;330.00000;45.616003;49.707819;4.0918159;91.768265;0.6679386;5.3266979;1.8303654;15.704788;91.768265;0.5084471
76;45.039062;22.645049;10.017775;21.645049;10.367490;2.4037724;10.221581;7.0638304;4.2625150;18.386355;6;3;0.5000000;1.1432198;32.659773;39.515017;0.2206667;7.5527958;19.798990;0.0634559;33287.135;2773.9279;221.19597;251.74681;30.550837;87.864459;0.8086880;13.597538;7.5527116;19.799206;0.0634552;10000.000;833.33333;66.450179;77.481800;11.031621;85.762307;1.1012236;11.661771;7.1501910;6.3881002;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2206667
77;56.366716;26.912059;24.162295;25.912059;13.350764;2.4360679;12.347013;10.373683;4.4849939;23.829712;24;3;0.5000000;1.1432198;57.750221;65.201035;0.6290456;7.5527958;19.798990;0.8276298;1955.4764;162.95637;169.47956;218.79486;49.315302;77.460484;3.9721884;32.363227;7.5529181;19.799312;0.0815258;2891.7791;240.98159;24.688155;27.071935;2.3837796;91.194646;0.7000132;4.5304600;0.7920033;19.798840;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6290456
78;45.533540;22.617238;10.011782;21.617238;10.720628;2.2172709;10.254301;7.9239515;3.7469887;19.232571;7;4;0.5000000;1.2810124;37.399383;43.995573;0.2340020;10.070394;19.798990;0.0999752;27496.046;2291.3372;287.86662;323.38948;35.522858;89.015456;1.5441591;20.538513;10.070306;19.799138;0.0999749;10000.000;833.33333;104.69346;121.49742;16.803964;86.169283;1.8306701;18.273389;9.6863595;7.6262875;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2340020
